AC	ID	DE	AU	SE	SS	GA	TC	NC	TP	BM	CB	SM	DR	RN	RM	RT	RA	RL	WK	SQ	CC	PI	CL	**
RF01501	Afu_199	A. fimigatus snoRNA Afu_199	Osuch I	INFERNAL	Predicted; Osuch I	45.00	50.40	39.20	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	18346967	Small ncRNA transcriptome analysis from Aspergillus fumigatus suggests a;novel mechanism for regulation of protein synthesis.	Jochl C, Rederstorff M, Hertel J, Stadler PF, Hofacker IL, Schrettl M,;Haas H, Huttenhofer A	Nucleic Acids Res. 2008;36:2677-2689.	Small_nucleolar_RNA	3				
RF02384	FasX	FasX small RNA	Eberhardt R; 0000-0001-6152-1369	Eberhardt R	Predicted; PMID:21143309	100.00	155.40	65.80	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 28.24 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	21143309	The group A Streptococcus small regulatory RNA FasX enhances streptokinase;activity by increasing the stability of the ska mRNA transcript.	Ramirez-Pena E, Trevino J, Liu Z, Perez N, Sumby P	Mol Microbiol. 2010;78:1332-1347.	FasX_small_RNA	8				
RF03256	mir-1286	mir-1286 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	80.60	50.50	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000682;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	4	This family represents the microRNA (miRNA) precursor mir-1286 imported;from miRBase.			
RF01959	SSU_rRNA_archaea	Archaeal small subunit ribosomal RNA	Gutell RR;Nawrocki E; 0000-0002-2497-3427;Gardner PP; 0000-0002-7808-1213	Published; PMID:11869452	Published; PMID:11869452	50.00	50.00	49.90	Gene; rRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 18.25 -Z 549862.597050 CM SEQDB	URL; http://www.rna.ccbb.utexas.edu/;;URL; http://oberon.fvms.ugent.be:8080/rRNA/ssu/index.html;;URL; http://rdp.cme.msu.edu/html/;;SO; 0001263; ncRNA_gene;;GO; 0003735; structural constituent of ribosome;;GO; 0005840; ribosome;	[1];[2]	11283358;11869452	Crystal structure of the ribosome at 5.5 A resolution.;The comparative RNA web (CRW) site: an online database of comparative;sequence and structure information for ribosomal, intron, and other RNAs.	Yusupov MM, Yusupova GZ, Baucom A, Lieberman K, Earnest TN, Cate JH,;Noller HF;Cannone JJ, Subramanian S, Schnare MN, Collett JR, D'Souza LM, Du Y, Feng;B, Lin N, Madabusi LV, Mller KM, Pande N, Shang Z, Yu N, Gutell RR	Science 2001;292:883-896.;BMC Bioinformatics. 2002;3:2.	Ribosomal_RNA	86			CL00111	
RF01165	sn2317	Small nucleolar RNA sn2317	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	50.00	73.90	40.50	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; Caenorhabditis_elegans300070;	[1]	16344563	Organization of the Caenorhabditis elegans small non-coding transcriptome:;genomic features, biogenesis, and expression.	Deng W, Zhu X, Skogerbo G, Zhao Y, Fu Z, Wang Y, He H, Cai L, Sun H, Liu;C, Li B, Bai B, Wang J, Jia D, Sun S, He H, Cui Y, Wang Y, Bu D, Chen R	Genome Res. 2006;16:20-29.	Small_nucleolar_RNA	4				
RF03632	MIR1882	MIR1882 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	107.00	107.30	105.40	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0000571;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	8	This family represents the microRNA (miRNA) precursor MIR1882 imported;from miRBase.			
RF03400	mir-728	mir-728 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	70.00	70.80	69.10	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001670;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	4	This family represents the microRNA (miRNA) precursor mir-728 imported;from miRBase.			
RF01357	CRISPR-DR31	CRISPR RNA direct repeat element	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	35.00	35.60	34.30	Gene; CRISPR;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	URL; http://crispr.u-psud.fr/crispr/CRISPRHomePage.php;;SO; 0001459; CRISPR;;GO; 0006952; defense response;	[1]	17521438	The CRISPRdb database and tools to display CRISPRs and to generate;dictionaries of spacers and repeats.	Grissa I, Vergnaud G, Pourcel C	BMC Bioinformatics. 2007;8:172.	CRISPR	3				
RF00285	snoZ6	Z6 small nucleolar RNA	Moxon SJ; 0000-0003-4644-1816	Moxon SJ	Predicted; PFOLD; Moxon SJ, Daub J	35.00	35.10	34.40	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 18 -Z 549862.597050 CM SEQDB	SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	12215523	Purified box C/D snoRNPs are able to reproduce site-specific;2'-O-methylation of target RNA in vitro.	Galardi S, Fatica A, Bachi A, Scaloni A, Presutti C, Bozzoni I	Mol Cell Biol 2002;22:6663-6668.	Z6_small_nucleolar_RNA	7	Z6 belongs to the C/D class of snoRNA which contain the C (UGAUGA) and D;(CUGA) box motifs. Most of the members of the box C/D family function in;directing site-specific 2'-O-methylation of substrate RNAs [1].	Z6		
RF01191	SNORD121A	Small nucleolar RNA SNORD121A	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	44.00	44.10	43.10	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 26.80 -Z 549862.597050 CM SEQDB	snoRNABase; SNORD121A;;SO; 0001263; ncRNA_gene;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;	[1]	16990247	snoSeeker: an advanced computational package for screening of guide and;orphan snoRNA genes in the human genome.	Yang JH, Zhang XC, Huang ZP, Zhou H, Huang MB, Zhang S, Chen YQ, Qu LH	Nucleic Acids Res. 2006;34:5112-5123.	Small_nucleolar_RNA	26				
RF00043	Plasmid_R1162	R1162-like plasmid antisense RNA	Bateman A; 0000-0002-6982-4660	Bateman A, INFERNAL	Predicted; PFOLD	55.00	65.10	52.40	Gene; antisense;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;;GO; 0060908; plasmid copy number maintenance;	[1]	2430262	Copy-number of broad host-range plasmid R1162 is regulated by a small RNA.	Kim K, Meyer RJ	Nucleic Acids Res 1986;14:8027-8046.	R1162-like_plasmid_antisense_RNA	8	The copy-number of the broad host-range plasmid R1162 is controlled by the;amounts of two proteins, encoded by cotranscribed genes comprising a;region of the plasmid called RepI. RepI is negatively regulated by a 75;base RNA that is complementary to a segment of the RepI message [1].			
RF02714	snopsi28S-3378	Small nucleolar RNA psi28S-3378	Quinones-Olvera N; 0000-0002-4612-6819	Quinones-Olvera N	Predicted; CMfinder;	136.00	136.40	37.80	Gene; snRNA; snoRNA; HACA-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 30.00 -Z 549862.597050 --mxsize;128 CM SEQDB	SO; 0000594; H_ACA_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; snoRNA:Psi28S-33787;;URL; http://flybase.org/reports/FBgn0082963.html;	[1];[2]	15288778;17994087	Different expression strategy: multiple intronic gene clusters of box;H/ACA snoRNA in Drosophila melanogaster.;Evolution of genes and genomes on the Drosophila phylogeny.	Huang ZP, Zhou H, Liang D, Qu LH;Clark AG, Eisen MB, Smith DR, Bergman CM, Oliver B, Markow TA, Kaufman TC,;Kellis M, Gelbart W, Iyer VN, Pollard DA, Sackton TB, Larracuente AM,;Singh ND, Abad JP, Abt DN, Adryan B, Aguade M, Akashi H, Anderson WW,;Aquadro CF, Ardell DH, Arguello R, Artieri CG, Barbash DA, Barker D,;Barsanti P, Batterham P, Batzoglou S, Begun D, Bhutkar A, Blanco E, Bosak;SA, Bradley RK, Brand AD, Brent MR, Brooks AN, Brown RH, Butlin RK,;Caggese C, Calvi BR, Bernardo de Carvalho A, Caspi A, Castrezana S,;Celniker SE, Chang JL, Chapple C, Chatterji S, Chinwalla A, Civetta A,;Clifton SW, Comeron JM, Costello JC, Coyne JA, Daub J, David RG, Delcher;AL, Delehaunty K, Do CB, Ebling H, Edwards K, Eickbush T, Evans JD,;Filipski A, Findeiss S, Freyhult E, Fulton L, Fulton R, Garcia AC,;Gardiner A, Garfield DA, Garvin BE, Gibson G, Gilbert D, Gnerre S, Godfrey;J, Good R, Gotea V, Gravely B, Greenberg AJ, Griffiths-Jones S, Gross S,;Guigo R, Gustafson EA, Haerty W, Hahn MW, Halligan DL, Halpern AL, Halter;GM, Han MV, Heger A, Hillier L, Hinrichs AS, Holmes I, Hoskins RA, Hubisz;MJ, Hultmark D, Huntley MA, Jaffe DB, Jagadeeshan S, Jeck WR, Johnson J,;Jones CD, Jordan WC, Karpen GH, Kataoka E, Keightley PD, Kheradpour P,;Kirkness EF, Koerich LB, Kristiansen K, Kudrna D, Kulathinal RJ, Kumar S,;Kwok R, Lander E, Langley CH, Lapoint R, Lazzaro BP, Lee SJ, Levesque L,;Li R, Lin CF, Lin MF, Lindblad-Toh K, Llopart A, Long M, Low L, Lozovsky;E, Lu J, Luo M, Machado CA, Makalowski W, Marzo M, Matsuda M, Matzkin L,;McAllister B, McBride CS, McKernan B, McKernan K, Mendez-Lago M, Minx P,;Mollenhauer MU, Montooth K, Mount SM, Mu X, Myers E, Negre B, Newfeld S,;Nielsen R, Noor MA, O'Grady P, Pachter L, Papaceit M, Parisi MJ, Parisi M,;Parts L, Pedersen JS, Pesole G, Phillippy AM, Ponting CP, Pop M, Porcelli;D, Powell JR, Prohaska S, Pruitt K, Puig M, Quesneville H, Ram KR, Rand D,;Rasmussen MD, Reed LK, Reenan R, Reily A, Remington KA, Rieger TT, Ritchie;MG, Robin C, Rogers YH, Rohde C, Rozas J, Rubenfield MJ, Ruiz A, Russo S,;Salzberg SL, Sanchez-Gracia A, Saranga DJ, Sato H, Schaeffer SW, Schatz;MC, Schlenke T, Schwartz R, Segarra C, Singh RS, Sirot L, Sirota M,;Sisneros NB, Smith CD, Smith TF, Spieth J, Stage DE, Stark A, Stephan W,;Strausberg RL, Strempel S, Sturgill D, Sutton G, Sutton GG, Tao W,;Teichmann S, Tobari YN, Tomimura Y, Tsolas JM, Valente VL, Venter E,;Venter JC, Vicario S, Vieira FG, Vilella AJ, Villasante A, Walenz B, Wang;J, Wasserman M, Watts T, Wilson D, Wilson RK, Wing RA, Wolfner MF, Wong A,;Wong GK, Wu CI, Wu G, Yamamoto D, Yang HP, Yang SP, Yorke JA, Yoshida K,;Zdobnov E, Zhang P, Zhang Y, Zimin AV, Baldwin J, Abdouelleil A,;Abdulkadir J, Abebe A, Abera B, Abreu J, Acer SC, Aftuck L, Alexander A,;An P, Anderson E, Anderson S, Arachi H, Azer M, Bachantsang P, Barry A,;Bayul T, Berlin A, Bessette D, Bloom T, Blye J, Boguslavskiy L, Bonnet C,;Boukhgalter B, Bourzgui I, Brown A, Cahill P, Channer S, Cheshatsang Y,;Chuda L, Citroen M, Collymore A, Cooke P, Costello M, D'Aco K, Daza R, De;Haan G, DeGray S, DeMaso C, Dhargay N, Dooley K, Dooley E, Doricent M,;Dorje P, Dorjee K, Dupes A, Elong R, Falk J, Farina A, Faro S, Ferguson D,;Fisher S, Foley CD, Franke A, Friedrich D, Gadbois L, Gearin G, Gearin CR,;Giannoukos G, Goode T, Graham J, Grandbois E, Grewal S, Gyaltsen K, Hafez;N, Hagos B, Hall J, Henson C, Hollinger A, Honan T, Huard MD, Hughes L,;Hurhula B, Husby ME, Kamat A, Kanga B, Kashin S, Khazanovich D, Kisner P,;Lance K, Lara M, Lee W, Lennon N, Letendre F, LeVine R, Lipovsky A, Liu X,;Liu J, Liu S, Lokyitsang T, Lokyitsang Y, Lubonja R, Lui A, MacDonald P,;Magnisalis V, Maru K, Matthews C, McCusker W, McDonough S, Mehta T,;Meldrim J, Meneus L, Mihai O, Mihalev A, Mihova T, Mittelman R, Mlenga V,;Montmayeur A, Mulrain L, Navidi A, Naylor J, Negash T, Nguyen T, Nguyen N,;Nicol R, Norbu C, Norbu N, Novod N, O'Neill B, Osman S, Markiewicz E,;Oyono OL, Patti C, Phunkhang P, Pierre F, Priest M, Raghuraman S, Rege F,;Reyes R, Rise C, Rogov P, Ross K, Ryan E, Settipalli S, Shea T, Sherpa N,;Shi L, Shih D, Sparrow T, Spaulding J, Stalker J, Stange-Thomann N,;Stavropoulos S, Stone C, Strader C, Tesfaye S, Thomson T, Thoulutsang Y,;Thoulutsang D, Topham K, Topping I, Tsamla T, Vassiliev H, Vo A, Wangchuk;T, Wangdi T, Weiand M, Wilkinson J, Wilson A, Yadav S, Young G, Yu Q,;Zembek L, Zhong D, Zimmer A, Zwirko Z, Jaffe DB, Alvarez P, Brockman W,;Butler J, Chin C, Gnerre S, Grabherr M, Kleber M, Mauceli E, MacCallum I	J Mol Biol. 2004;341:669-683.;Nature. 2007;450:203-218.	Small_nucleolar_RNA	8	psi28S-3378 is a member of the H/ACA class of snoRNA.			
RF02526	SSRC34_1	Streptococcus sRNA SSRC34	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder	Predicted; CMfinder	64.00	65.70	60.90	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0001263; ncRNA_gene;	[1]	23762235	Novel Regulatory Small RNAs in Streptococcus pyogenes.	Tesorero RA, Yu N, Wright JO, Svencionis JP, Cheng Q, Kim JH, Cho KH	PLoS One. 2013;8:e64021.	Bacterial_small_RNA	16	It is based on computationally predicted coordinates (RNAz).	SSRC34;		
RF00271	SNORD60	Small nucleolar RNA SNORD60	Moxon SJ; 0000-0003-4644-1816	Moxon SJ, INFERNAL	Predicted; PFOLD; Moxon SJ	42.00	42.50	41.90	Gene; snRNA; snoRNA; CD-box;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000593; C_D_box_snoRNA;;GO; 0006396; RNA processing;;GO; 0005730; nucleolus;;snoopy; Mus_musculus300357;;snoopy; Gasterosteus_aculeatus300119;	[1];[2]	12215523;8674114	Purified box C/D snoRNPs are able to reproduce site-specific;2'-O-methylation of target RNA in vitro.;Site-specific ribose methylation of preribosomal RNA: a novel function for;small nucleolar RNAs.	Galardi S, Fatica A, Bachi A, Scaloni A, Presutti C, Bozzoni I;Kiss-Laszlo Z, Henry Y, Bachellerie JP, Caizergues-Ferrer M, Kiss T	Mol Cell Biol 2002;22:6663-6668.;Cell 1996;85:1077-1088.	Small_nucleolar_RNA_SNORD60	22	U60 belongs to the C/D class of snoRNA which contain the C (UGAUGA) and D;(CUGA) box motifs. Most of the members of the box C/D family function in;directing site-specific 2'-O-methylation of substrate RNAs [1].	U60	CL00066	
RF02142	HOXA11-AS1_6	HOXA11 antisense RNA 1 conserved region 6	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder; Eberhardt R	Predicted; CMfinder;	50.00	57.20	38.10	Gene; lncRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 23.78 -Z 549862.597050 CM SEQDB	SO; 0001463; lincRNA;;GO; 0010629; negative regulation of gene expression;	[1];[2]	9745033;12050232	Evolutionary conservation and tissue-specific processing of Hoxa 11;antisense transcripts.;HOXA11 silencing and endogenous HOXA11 antisense ribonucleic acid in the;uterine endometrium.	Potter SS, Branford WW;Chau YM, Pando S, Taylor HS	Mamm Genome. 1998;9:799-806.;J Clin Endocrinol Metab. 2002;87:2674-2680.	HOXA11-AS1	21				
RF03090	lysM-Actino	lysM-Actino RNA	Weinberg Z; 0000-0002-6681-3624	Weinberg Z	Published; PMID:28977401;	153.80	153.80	64.10	Cis-reg;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 21.00 -Z 742849.287494 --mxsize;128 CM SEQDB	SO; 0005836; regulatory_region;	[1]	28977401	Detection of 224 candidate structured RNAs by comparative analysis of;specific subsets of intergenic regions.	Weinberg Z, Lunse CE, Corbino KA, Ames TD, Nelson JW, Roth A, Perkins KR,;Sherlock ME, Breaker RR	Nucleic Acids Res. 2017;45:10811-10823.	LysM_RNA_motifs	56	Actinomycetales. Downstream gene			
RF00615	LhrA	Listeria Hfq binding LhrA	Daub J; 0000-0001-6022-563X	Daub J	Published; PMID:16682563	100.00	150.80	35.20	Gene; sRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000655; ncRNA;;GO; 0003729; mRNA binding;	[1]	16682563	Identification of small Hfq-binding RNAs in Listeria monocytogenes.	Christiansen JK, Nielsen JS, Ebersbach T, Valentin-Hansen P,;Sogaard-Andersen L, Kallipolitis BH	RNA. 2006;12:1383-1396.	Listeria_Hfq_binding_LhrA	10	This RNA was identifed by screening for RNA molecules which;co-immunoprecipitated with the RNA chaperone Hfq [1]. It appears to be;transcribed from a region overlapping with predicted protein of unknown;function (Lmo2257) and is located between a putative intracellular;protease/amidase and a putative protein of the ribulose-phosphate 3;epimerase family. Its is highly expressed in stationary growth phase but;its function is unkown. It is proposed to be a regulatory RNA which;controls gene expression at the post transcriptional level by binding its;target mRNA in an Hfq dependent fashion [1]. This RNA molecule appears to;be conserved amongst Listeria species but has not been identified in other;bacterial species.			
RF04087	MIR5565	MIR5565 microRNA precursor family	Griffiths-Jones SR; 0000-0001-6043-807X	Griffiths-Jones SR	Predicted; RNAalifold	80.00	80.00	79.90	Gene; miRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.00 -Z 742849.287494 CM SEQDB	MIPF; MIPF0001279;;URL; http://www.mirbase.org;;SO; 0001244; pre_miRNA;	[1]	30423142	miRBase: from microRNA sequences to function.	Kozomara A, Birgaoanu M, Griffiths-Jones S	Nucleic Acids Res. 2019;47:D155.	MicroRNA	7	This family represents the microRNA (miRNA) precursor MIR5565 imported;from miRBase.			
RF00427	SCARNA23	Small Cajal body specific RNA 23	Moxon SJ; 0000-0003-4644-1816;Daub J; 0000-0001-6022-563X	Moxon SJ, INFERNAL	Predicted; RNAFOLD; Moxon SJ	60.00	61.60	58.60	Gene; snRNA; snoRNA; scaRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000275; snoRNA;;GO; 0006396; RNA processing;;GO; 0015030; Cajal body;;GO; 0005730; nucleolus;	[1];[2];[3]	12032087;15199136;16381836	Cajal body-specific small nuclear RNAs: a novel class of 2'-O-methylation;and pseudouridylation guide RNAs.;Human box H/ACA pseudouridylation guide RNA machinery.;snoRNA-LBME-db, a comprehensive database of human H/ACA and C/D box;snoRNAs.	Darzacq X, Jady BE, Verheggen C, Kiss AM, Bertrand E, Kiss T;Kiss AM, Jady BE, Bertrand E, Kiss T;Lestrade L, Weber MJ	EMBO J. 2002;21:2746-2756.;Mol Cell Biol 2004;24:5797-5807.;Nucleic Acids Res. 2006;34:D158-D162.	Small_Cajal_body_specific_RNA_23	18	scaRNAs are a specific class of small nuclear RNAs which localise to the;Cajal bodies and guide the modification of RNA polymerase II transcribed;spliceosomal RNAs U1, U2, U4, U5 and U12 [1]. ACA11 belongs to the H/ACA;box class of guide RNAs as it has the predicted hairpin-hinge-hairpin-tail;structure,the conserved H/ACA-box motifs and is found associated with GAR1;[2]. H/ACA snRNAs are predicted to guide the modification of uridines to;pseudouridines in substrate RNAs however, no target RNA has been;identified for scaRNA ACA11.	snoACA11		
RF02370	Trp_leader_2	Bacillus tryptophan operon leader	Eberhardt R; 0000-0001-6152-1369	Eberhardt R	Published; PMID:14712717	100.00	119.90	39.00	Cis-reg; leader;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -E 1000 -Z 549862.597050 CM SEQDB	SO; 0000233; mature_transcript;;GO; 0010468; regulation of gene expression;	[1];[2]	14712717;11566976	Role of RNA structure in transcription attenuation in Bacillus subtilis:;the trpEDCFBA operon as a model system.;Posttranscription initiation control of tryptophan metabolism in Bacillus;subtilis by the trp RNA-binding attenuation protein (TRAP), anti-TRAP, and;RNA structure.	Babitzke P, Schaak J, Yakhnin AV, Bevilacqua PC;Babitzke P, Gollnick P	Methods Enzymol. 2003;371:392-404.;J Bacteriol. 2001;183:5795-5802.	Tryptophan_operon_leader	9				
RF01368	CRISPR-DR55	CRISPR RNA direct repeat element	Wilkinson A; 0000-0001-7406-0151	Predicted; WAR; Wilkinson A	Predicted; WAR; Wilkinson A	41.00	42.40	34.80	Gene; CRISPR;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 29 -Z 549862.597050 CM SEQDB	URL; http://crispr.u-psud.fr/crispr/CRISPRHomePage.php;;SO; 0001459; CRISPR;;GO; 0006952; defense response;	[1]	17521438	The CRISPRdb database and tools to display CRISPRs and to generate;dictionaries of spacers and repeats.	Grissa I, Vergnaud G, Pourcel C	BMC Bioinformatics. 2007;8:172.	CRISPR	2				
RF01966	RMST_5	Rhabdomyosarcoma 2 associated transcript conserved region 5	Eberhardt R; 0000-0001-6152-1369	Predicted; CMfinder; Eberhardt R	Predicted; CMfinder;	58.00	67.20	34.30	Gene; lncRNA;	cmbuild -F CM SEED	cmcalibrate --mpi CM	cmsearch --cpu 4 --verbose --nohmmonly -T 25.46 -Z 549862.597050 CM SEQDB	SO; 0001463; lincRNA;	[1]	20062813	Rmst is a novel marker for the mouse ventral mesencephalic floor plate and;the anterior dorsal midline cells.	Uhde CW, Vives J, Jaeger I, Li M	PLoS One. 2010;5:e8641.	RMST_(gene)	21		NCRMS		
